protocol,src_ip,src_port,dst_ip,dst_port,tcp_flag 
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
TCP,192.168.1.207,53625,23.221.144.28,443,0x40
UDP,34.107.254.252,443,192.168.1.207,56531,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,23.221.144.28,443,192.168.1.207,53625,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53633,50.31.142.63,443,0x40
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
UDP,34.107.254.252,443,192.168.1.207,56531,0x40
UDP,34.107.254.252,443,192.168.1.207,56531,0x40
UDP,34.107.254.252,443,192.168.1.207,56531,0x40
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
UDP,34.107.254.252,443,192.168.1.207,56531,0x40
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
TCP,192.168.1.207,53625,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
UDP,34.107.254.252,443,192.168.1.207,56531,0x40
UDP,34.107.254.252,443,192.168.1.207,56531,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,50.31.142.63,443,192.168.1.207,53633,0x40
TCP,192.168.1.207,53633,50.31.142.63,443,0x40
TCP,192.168.1.207,53633,50.31.142.63,443,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,50.31.142.63,443,192.168.1.207,53633,0x40
TCP,50.31.142.63,443,192.168.1.207,53633,0x40
TCP,50.31.142.63,443,192.168.1.207,53633,0x40
TCP,192.168.1.207,53633,50.31.142.63,443,0x40
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,192.168.1.207,53633,50.31.142.63,443,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,50.31.142.63,443,192.168.1.207,53633,0x40
TCP,192.168.1.207,53633,50.31.142.63,443,0x40
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,192.168.1.207,53634,35.241.11.19,443,0x40
TCP,192.168.1.207,53635,50.31.142.63,443,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,35.241.11.19,443,192.168.1.207,53634,0x00
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,50.31.142.63,443,192.168.1.207,53633,0x40
TCP,192.168.1.207,53633,50.31.142.63,443,0x40
TCP,50.31.142.63,443,192.168.1.207,53635,0x40
TCP,192.168.1.207,53635,50.31.142.63,443,0x40
TCP,192.168.1.207,53635,50.31.142.63,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
TCP,192.168.1.207,53637,50.31.142.63,443,0x40
TCP,50.31.142.63,443,192.168.1.207,53635,0x40
TCP,50.31.142.63,443,192.168.1.207,53635,0x40
TCP,50.31.142.63,443,192.168.1.207,53635,0x40
TCP,192.168.1.207,53635,50.31.142.63,443,0x40
TCP,192.168.1.207,53635,50.31.142.63,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,50.31.142.63,443,192.168.1.207,53633,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,192.168.1.207,53633,50.31.142.63,443,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
TCP,192.168.1.207,53638,50.31.142.63,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
TCP,192.168.1.207,53640,64.74.236.223,443,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,50.31.142.63,443,192.168.1.207,53637,0x40
TCP,192.168.1.207,53637,50.31.142.63,443,0x40
TCP,192.168.1.207,53641,178.250.2.148,443,0x40
TCP,192.168.1.207,53637,50.31.142.63,443,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
TCP,50.31.142.63,443,192.168.1.207,53635,0x40
TCP,192.168.1.207,53635,50.31.142.63,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,178.250.2.148,443,192.168.1.207,53641,0x40
TCP,192.168.1.207,53641,178.250.2.148,443,0x40
TCP,192.168.1.207,53641,178.250.2.148,443,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,50.31.142.63,443,192.168.1.207,53633,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
TCP,50.31.142.63,443,192.168.1.207,53638,0x40
TCP,192.168.1.207,53638,50.31.142.63,443,0x40
TCP,192.168.1.207,53638,50.31.142.63,443,0x40
TCP,178.250.2.148,443,192.168.1.207,53641,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,64.74.236.223,443,192.168.1.207,53640,0x40
TCP,192.168.1.207,53640,64.74.236.223,443,0x40
TCP,192.168.1.207,53640,64.74.236.223,443,0x40
TCP,50.31.142.63,443,192.168.1.207,53637,0x40
TCP,50.31.142.63,443,192.168.1.207,53637,0x40
TCP,50.31.142.63,443,192.168.1.207,53637,0x40
TCP,192.168.1.207,53637,50.31.142.63,443,0x40
TCP,192.168.1.207,53637,50.31.142.63,443,0x40
TCP,192.168.1.207,53641,178.250.2.148,443,0x40
TCP,192.168.1.207,53641,178.250.2.148,443,0x40
TCP,192.168.1.207,53641,178.250.2.148,443,0x40
TCP,50.31.142.63,443,192.168.1.207,53635,0x40
TCP,192.168.1.207,53633,50.31.142.63,443,0x40
TCP,178.250.2.135,443,192.168.1.207,53636,0x40
TCP,192.168.1.207,53636,178.250.2.135,443,0x40
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
TCP,178.250.2.148,443,192.168.1.207,53641,0x40
TCP,178.250.2.148,443,192.168.1.207,53641,0x40
TCP,192.168.1.207,53641,178.250.2.148,443,0x40
TCP,178.250.2.148,443,192.168.1.207,53641,0x40
TCP,178.250.2.148,443,192.168.1.207,53641,0x40
TCP,192.168.1.207,53641,178.250.2.148,443,0x40
UDP,34.107.254.252,443,192.168.1.207,56531,0x40
UDP,34.107.254.252,443,192.168.1.207,56531,0x40
UDP,34.107.254.252,443,192.168.1.207,56531,0x40
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
TCP,50.31.142.63,443,192.168.1.207,53638,0x40
TCP,50.31.142.63,443,192.168.1.207,53638,0x40
TCP,50.31.142.63,443,192.168.1.207,53638,0x40
TCP,192.168.1.207,53638,50.31.142.63,443,0x40
TCP,192.168.1.207,53638,50.31.142.63,443,0x40
TCP,50.31.142.63,443,192.168.1.207,53637,0x40
TCP,64.74.236.223,443,192.168.1.207,53640,0x40
TCP,64.74.236.223,443,192.168.1.207,53640,0x40
TCP,64.74.236.223,443,192.168.1.207,53640,0x40
TCP,192.168.1.207,53640,64.74.236.223,443,0x40
TCP,192.168.1.207,53640,64.74.236.223,443,0x40
TCP,178.250.2.148,443,192.168.1.207,53641,0x40
TCP,192.168.1.207,53637,50.31.142.63,443,0x40
TCP,46.228.144.2,443,192.168.1.207,53594,0x40
TCP,46.228.144.2,443,192.168.1.207,53594,0x40
TCP,192.168.1.207,53594,46.228.144.2,443,0x40
TCP,192.168.1.207,53594,46.228.144.2,443,0x40
UDP,34.107.254.252,443,192.168.1.207,56531,0x40
TCP,192.168.1.207,53635,50.31.142.63,443,0x40
TCP,46.228.144.2,443,192.168.1.207,53594,0x40
TCP,46.228.144.2,443,192.168.1.207,53594,0x40
TCP,46.228.144.2,443,192.168.1.207,53594,0x40
TCP,192.168.1.207,53594,46.228.144.2,443,0x40
TCP,50.31.142.63,443,192.168.1.207,53638,0x40
TCP,64.74.236.223,443,192.168.1.207,53640,0x40
TCP,192.168.1.207,53640,64.74.236.223,443,0x40
TCP,192.168.1.207,53640,64.74.236.223,443,0x40
TCP,192.168.1.207,53640,64.74.236.223,443,0x40
TCP,192.168.1.207,53638,50.31.142.63,443,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
TCP,64.74.236.223,443,192.168.1.207,53640,0x40
TCP,64.74.236.223,443,192.168.1.207,53640,0x40
TCP,192.168.1.207,53640,64.74.236.223,443,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,20.96.88.162,443,192.168.1.207,53632,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
TCP,192.168.1.207,53632,20.96.88.162,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,151.101.114.132,443,192.168.1.207,53631,0x40
TCP,192.168.1.207,53631,151.101.114.132,443,0x40
TCP,192.168.1.207,53635,50.31.142.63,443,0x40
TCP,192.168.1.207,53633,50.31.142.63,443,0x40
TCP,192.168.1.207,53637,50.31.142.63,443,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
UDP,192.168.1.207,56531,34.107.254.252,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,192.168.1.207,53639,23.221.26.216,443,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
TCP,23.221.26.216,443,192.168.1.207,53639,0x40
